,0
0,0.9395798764306139
1,0.740379056047735
2,0.6679460112089036
3,0.7084432669854729
4,0.7634403725376158
5,0.6743869461937417
6,0.7074323179141719
7,0.6849287585837283
8,0.7174950932904547
9,0.6735564708122284
10,0.7134354575421965
11,0.7960289312157349
12,0.6605903445071245
13,0.69400491035251
14,0.7014201549885116
15,0.6386647593116442
16,0.7270503589429118
17,0.6855351925377843
18,0.6896974772003235
19,0.6771723922021824
20,0.7696829230063594
21,0.7387822869914321
22,0.7033931414164992
23,0.6463696504334109
24,0.7180414332529641
25,0.7798164830260682
26,0.7798856720861888
27,0.7880164901693143
28,0.6985708922993269
29,0.7491168580189391
30,0.7288731345072597
31,0.7125913798190637
32,0.692066249964541
33,0.694271476324005
34,0.7559784161905262
35,0.7666038551871334
36,0.7874445198761949
37,0.6857724189621519
38,0.7822362790038981
39,0.7052969691122907
40,0.7393759072222256
41,0.7004216602980189
42,0.6955377559097004
43,0.7785817121393331
44,0.7497810983960926
45,0.8173832264971362
46,0.7032934996750594
47,0.8154048263340729
48,0.7540421219681961
49,0.7675650702987303
50,0.7426238398053338
51,0.7562706981690059
52,0.7306744944820613
53,0.7182854850657092
54,0.7617836377217473
55,0.7641044123474556
56,0.8440192487248119
57,0.7469458165758054
58,0.7068355750176204
59,0.7687942696553692
60,0.7781241495303586
61,0.7658848343030704
62,0.7502351218477074
63,0.6907244993331386
64,0.7045573971668895
65,0.7571382286886605
66,0.7290951614219257
67,0.7862373225543129
68,0.7029687495744708
69,0.7436597114650773
70,0.7705137210971258
71,0.7626047280642495
72,0.7145573669397334
73,0.70933994661797
74,0.7093815799426368
75,0.7529112617782272
76,0.7467892702497567
77,0.7492531550426051
78,0.7559364081725953
79,0.7489570216379445
80,0.7564907523872978
81,0.7578258465206958
82,0.7485848209516297
83,0.7414388241789933
84,0.7495882980587643
85,0.7692940994072882
86,0.7087688877901307
87,0.7691244514098536
88,0.7554714875484713
89,0.7766797352757981
90,0.7737904086789493
91,0.7165727551050899
92,0.7654204112408405
93,0.7632381010945574
94,0.7586981568530399
95,0.7332571360204072
96,0.7447692492377935
97,0.7559536222902329
98,0.7765084529527277
99,0.7639011014318349
100,0.7247711521425334
101,0.7512986194154023
102,0.7718597033855834
103,0.8424821512612645
104,0.7249967984697722
105,0.751942067387734
106,0.7566076532472553
107,0.7695237101624552
108,0.7458300371899835
109,0.7371155365050843
110,0.7356655161352462
111,0.7413337172188739
112,0.7231591695062767
113,0.7458726224401687
114,0.7296795507039819
115,0.7536342214686779
116,0.7642050876354568
117,0.758323325087259
118,0.7553516487411056
119,0.7505995413268784
120,0.780219434952684
121,0.7715485028694529
122,0.784361358728855
123,0.7533398187952199
124,0.7823292998935576
125,0.7179599862837539
126,0.7607322167338689
127,0.7590485685880571
128,0.7311717958611554
129,0.725828173850092
130,0.7311308054709058
131,0.7463072471439759
132,0.7311665574988532
133,0.7368461755441172
134,0.7167994658594419
135,0.7505228139497859
136,0.7296686282145496
137,0.7311791000327312
138,0.74786350717148
139,0.7170087731835858
140,0.7520183428466859
141,0.7811635268061757
142,0.7696261792398505
143,0.7808382021166224
144,0.7649974331712303
145,0.7740911559264884
146,0.7623870876400414
147,0.7706243627770717
148,0.736200662066299
149,0.7223875009078744
150,0.7637270803192228
151,0.7137862021601055
152,0.7344497885573511
153,0.750060890336332
154,0.7460561869638076
155,0.7132223423435434
156,0.7532892269878763
157,0.7771347457971557
158,0.728343979466986
159,0.7509194977388355
160,0.745987409261299
161,0.734711650610178
162,0.7176891379663956
163,0.7297155725653786
164,0.7275106225942098
165,0.7582933050921443
166,0.7542313757159054
167,0.7439608218659177
168,0.7409263951503908
169,0.747260179053049
170,0.7330544270975685
171,0.7317171546782106
172,0.7593330641793575
173,0.730689942136276
174,0.7362547669692631
175,0.7399123148320756
176,0.7545594960265793
177,0.7266854794366506
178,0.7492041983126441
179,0.7449759393306574
180,0.7255466622501706
181,0.7412106498107891
182,0.7486127669234304
183,0.7355895826259549
184,0.7537884559868665
185,0.7410106692397141
186,0.7365858836846854
187,0.7420878057539214
188,0.736817356484941
189,0.7506440358384512
190,0.7549049156182321
191,0.7328337901505801
192,0.7414175604054938
193,0.7580646933884455
194,0.7397876831679039
195,0.7405927978729757
196,0.740372750335648
197,0.7454693017002532
198,0.7402396652241346
199,0.7417833716247438
